"Year","Month","Ranking","Title","Artist","Spotify Link"
"2020","Novembro","7","I Hope","Gabby Barrett feat. Charlie Puth","https://open.spotify.com/track/2dhPA5zPL86nzVcmZ4Jio"
"2020","Novembro","8","Blinding Lights","The Weeknd","https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi"
"2020","Novembro","9","Watermelon Sugar","Harry Styles","https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7"
"2020","Novembro","10","Roses (Imanbek Remix)","SAINt JHN","https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI"
"2020","Dezembro","1","All I Want for Christmas Is You","Mariah Carey","https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2mP"
"2020","Dezembro","2","Mood","24kGoldn feat. Iann Dior","https://open.spotify.com/track/3tjFYV6RSFt6rXzXzXzXz"
"2020","Dezembro","3","Rockin' Around the Christmas Tree","Brenda Lee","https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg0"
"2020","Dezembro","4","Positions","Ariana Grande","https://open.spotify.com/track/35mvY5S1H3J2QZyna3Tkb"
"2020","Dezembro","5","Last Christmas","Wham!","https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx"
"2020","Dezembro","6","Jingle Bell Rock","Bobby Helms","https://open.spotify.com/track/7vQbuQcyTflfCIOu3Uz"
"2020","Dezembro","7","Life Goes On","BTS","https://open.spotify.com/track/249gnXrbfmV8NG6jTEMSw"
"2020","Dezembro","8","Willow","Taylor Swift","https://open.spotify.com/track/0lx2cLdOt3piJbcaXdsRg"
"2020","Dezembro","9","Dakiti","Bad Bunny & Jhay Cortez","https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD"
"2020","Dezembro","10","Blinding Lights","The Weeknd","https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi"
"2021","Janeiro","1","All I Want for Christmas Is You","Mariah Carey","https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2mP"
"2021","Janeiro","2","Mood","24kGoldn feat. Iann Dior","https://open.spotify.com/track/3tjFYV6RSFt6rXzXzXzXz"
"2021","Janeiro","3","Positions","Ariana Grande","https://open.spotify.com/track/35mvY5S1H3J2QZyna3Tkb"
"2021","Janeiro","4","Blinding Lights","The Weeknd","https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi"
"2021","Janeiro","5","Rockin' Around the Christmas Tree","Brenda Lee","https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg0"
"2021","Janeiro","6","Last Christmas","Wham!","https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx"
"2021","Janeiro","7","Jingle Bell Rock","Bobby Helms","https://open.spotify.com/track/7vQbuQcyTflfCIOu3Uz"
"2021","Janeiro","8","Dakiti","Bad Bunny & Jhay Cortez","https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD"
"2021","Janeiro","9","Levitating","Dua Lipa feat. DaBaby","https://open.spotify.com/track/5nujrmhLynf4yMoMtj8E"
"2021","Janeiro","10","Willow","Taylor Swift","https://open.spotify.com/track/0lx2cLdOt3piJbcaXdsRg"
"2021","Fevereiro","1","Drivers License","Olivia Rodrigo","https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1"
"2021","Fevereiro","2","Mood","24kGoldn feat. Iann Dior","https://open.spotify.com/track/3tjFYV6RSFt6rXzXzXzXz"
"2021","Fevereiro","3","Blinding Lights","The Weeknd","https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi"
"2021","Fevereiro","4","Positions","Ariana Grande","https://open.spotify.com/track/35mvY5S1H3J2QZyna3Tkb"
"2021","Fevereiro","5","Levitating","Dua Lipa feat. DaBaby","https://open.spotify.com/track/5nujrmhLynf4yMoMtj8E"
"2021","Fevereiro","6","Dakiti","Bad Bunny & Jhay Cortez","https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD"
"2021","Fevereiro","7","Save Your Tears","The Weeknd","https://open.spotify.com/track/5QO79kh1waicV47BqGRL"
"2021","Fevereiro","8","34+35","Ariana Grande","https://open.spotify.com/track/6Im9k8u9iIzKMrmV7PWtl"
"2021","Fevereiro","9","Whoopty","CJ","https://open.spotify.com/track/7f9cTuh2bKV49uJPYJda"
"2021","Fevereiro","10","Good Days","SZA","https://open.spotify.com/track/3YJJjQPAbDT7mGpX3W4G"
"2021","Março","1","Drivers License","Olivia Rodrigo","https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1"
"2021","Março","2","Up","Cardi B","https://open.spotify.com/track/1M4OcjE6zXZjzLmHQfsA"
"2021","Março","3","What’s Next","Drake","https://open.spotify.com/track/2P6moiIHRf3hKkPDU1R2"
"2021","Março","4","Save Your Tears","The Weeknd","https://open.spotify.com/track/5QO79kh1waicV47BqGRL"
"2021","Março","5","Levitating","Dua Lipa feat. DaBaby","https://open.spotify.com/track/5nujrmhLynf4yMoMtj8E"
"2021","Março","6","Mood","24kGoldn feat. Iann Dior","https://open.spotify.com/track/3tjFYV6RSFt6rXzXzXzXz"
"2021","Março","7","Blinding Lights","The Weeknd","https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi"
"2021","Março","8","Positions","Ariana Grande","https://open.spotify.com/track/35mvY5S1H3J2QZyna3Tkb"
"2021","Março","9","Calling My Phone","Lil Tjay feat. 6LACK","https://open.spotify.com/track/7eBbxkGAYZTDx"
"2021","Março","10","Dakiti","Bad Bunny & Jhay Cortez","https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD"
"2021","Abril","1","Peaches","Justin Bieber feat. Daniel Caesar & Giveon","https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzh"
"2021","Abril","2","Montero (Call Me By Your Name)","Lil Nas X","https://open.spotify.com/track/67BtfxlNbhBmCDR2L2lE"
"2021","Abril","3","Up","Cardi B","https://open.spotify.com/track/1M4OcjE6zXZjzLmHQfsA"
"2021","Abril","4","Drivers License","Olivia Rodrigo","https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1"
"2021","Abril","5","Save Your Tears","The Weeknd","https://open.spotify.com/track/5QO79kh1waicV47BqGRL"
"2021","Abril","6","Levitating","Dua Lipa feat. DaBaby","https://open.spotify.com/track/5nujrmhLynf4yMoMtj8E"
"2021","Abril","7","What You Know Bout Love","Pop Smoke","https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60"
"2021","Abril","8","Mood","24kGoldn feat. Iann Dior","https://open.spotify.com/track/3tjFYV6RSFt6rXzXzXzXz"
"2021","Abril","9","Calling My Phone","Lil Tjay feat. 6LACK","https://open.spotify.com/track/7eBbxkGAYZTDx"
"2021","Abril","10","Blinding Lights","The Weeknd","https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi"
"2021","Maio","1","Save Your Tears (Remix)","The Weeknd & Ariana Grande","https://open.spotify.com/track/37BZB0z9T8Xu7U3e65qx"
"2021","Maio","2","Peaches","Justin Bieber feat. Daniel Caesar & Giveon","https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzh"
"2021","Maio","3","Montero (Call Me By Your Name)","Lil Nas X","https://open.spotify.com/track/67BtfxlNbhBmCDR2L2lE"
"2021","Maio","4","Levitating","Dua Lipa feat. DaBaby","https://open.spotify.com/track/5nujrmhLynf4yMoMtj8E"
"2021","Maio","5","Drivers License","Olivia Rodrigo","https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1"
"2021","Maio","6","Good 4 U","Olivia Rodrigo","https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjc"
"2021","Maio","7","Up","Cardi B","https://open.spotify.com/track/1M4OcjE6zXZjzLmHQfsA"
"2021","Maio","8","Kiss Me More","Doja Cat feat. SZA","https://open.spotify.com/track/748mdHapucXQri7LeTUc"
"2021","Maio","9","Leave the Door Open","Silk Sonic (Bruno Mars & Anderson .Paak)","https://open.spotify.com/track/7MAibcTli4IisCtbHKrH"
"2021","Maio","10","Astronaut in the Ocean","Masked Wolf","https://open.spotify.com/track/6E90gq0KO4PeXLN5KdIu"
"2021","Junho","1","Butter","BTS","https://open.spotify.com/track/2bgTY4UwhfBYhGT4HUYSt"
"2021","Junho","2","Good 4 U","Olivia Rodrigo","https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjc"
"2021","Junho","3","Levitating","Dua Lipa feat. DaBaby","https://open.spotify.com/track/5nujrmhLynf4yMoMtj8E"
"2021","Junho","4","Peaches","Justin Bieber feat. Daniel Caesar & Giveon","https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzh"
"2021","Junho","5","Save Your Tears (Remix)","The Weeknd & Ariana Grande","https://open.spotify.com/track/37BZB0z9T8Xu7U3e65qx"
"2021","Junho","6","Kiss Me More","Doja Cat feat. SZA","https://open.spotify.com/track/748mdHapucXQri7LeTUc"
"2021","Junho","7","Montero (Call Me By Your Name)","Lil Nas X","https://open.spotify.com/track/67BtfxlNbhBmCDR2L2lE"
"2021","Junho","8","Leave the Door Open","Silk Sonic (Bruno Mars & Anderson .Paak)","https://open.spotify.com/track/7MAibcTli4IisCtbHKrH"
"2021","Junho","9","Deja Vu","Olivia Rodrigo","https://open.spotify.com/track/6HU7h9RYOaPRrJEBi63f"
"2021","Junho","10","Drivers License","Olivia Rodrigo","https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1"
"2021","Julho","1","Butter","BTS","https://open.spotify.com/track/2bgTY4UwhfBYhGT4HUYSt"
"2021","Julho","2","Good 4 U","Olivia Rodrigo","https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjc"
"2021","Julho","3","Bad Habits","Ed Sheeran","https://open.spotify.com/track/6PQ88X9TkUI0QFWs3zHo"
"2021","Julho","4","Permission to Dance","BTS","https://open.spotify.com/track/0LThjFY2iTtNdd4wviw"
"2021","Julho","5","Levitating","Dua Lipa feat. DaBaby","https://open.spotify.com/track/5nujrmhLynf4yMoMtj8E"
"2021","Julho","6","Kiss Me More","Doja Cat feat. SZA","https://open.spotify.com/track/748mdHapucXQri7LeTUc"
"2021","Julho","7","Peaches","Justin Bieber feat. Daniel Caesar & Giveon","https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzh"
"2021","Julho","8","Save Your Tears (Remix)","The Weeknd & Ariana Grande","https://open.spotify.com/track/37BZB0z9T8Xu7U3e65qx"
"2021","Julho","9","Montero (Call Me By Your Name)","Lil Nas X","https://open.spotify.com/track/67BtfxlNbhBmCDR2L2lE"
"2021","Julho","10","Leave the Door Open","Silk Sonic (Bruno Mars & Anderson .Paak)","https://open.spotify.com/track/7MAibcTli4IisCtbHKrH"
"2021","Agosto","1","Stay","The Kid LAROI & Justin Bieber","https://open.spotify.com/track/5HCyWlXZPP0y6Gqq8TGK"
"2021","Agosto","2","Good 4 U","Olivia Rodrigo","https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjc"
"2021","Agosto","3","Bad Habits","Ed Sheeran","https://open.spotify.com/track/6PQ88X9TkUI0QFWs3zHo"
"2021","Agosto","4","Butter","BTS","https://open.spotify.com/track/2bgTY4UwhfBYhGT4HUYSt"
"2021","Agosto","5","Levitating","Dua Lipa feat. DaBaby","https://open.spotify.com/track/5nujrmhLynf4yMoMtj8E"
"2021","Agosto","6","Kiss Me More","Doja Cat feat. SZA","https://open.spotify.com/track/748mdHapucXQri7LeTUc"
"2021","Agosto","7","Industry Baby","Lil Nas X & Jack Harlow","https://open.spotify.com/track/27NovPIUIRrOZoCHxDB"
"2021","Agosto","8","Peaches","Justin Bieber feat. Daniel Caesar & Giveon","https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzh"
"2021","Agosto","9","Save Your Tears (Remix)","The Weeknd & Ariana Grande","https://open.spotify.com/track/37BZB0z9T8Xu7U3e65qx"
"2021","Agosto","10","Montero (Call Me By Your Name)","Lil Nas X","https://open.spotify.com/track/67BtfxlNbhBmCDR2L2lE"
"2021","Setembro","1","Stay","The Kid LAROI & Justin Bieber","https://open.spotify.com/track/5HCyWlXZPP0y6Gqq8TGK"
"2021","Setembro","2","Way 2 Sexy","Drake feat. Future & Young Thug","https://open.spotify.com/track/0k1WUmIRnGohmYexD7A5"
"2021","Setembro","3","Industry Baby","Lil Nas X & Jack Harlow","https://open.spotify.com/track/27NovPIUIRrOZoCHxDB"
"2021","Setembro","4","Bad Habits","Ed Sheeran","https://open.spotify.com/track/6PQ88X9TkUI0QFWs3zHo"
"2021","Setembro","5","Good 4 U","Olivia Rodrigo","https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjc"
"2021","Setembro","6","Butter","BTS","https://open.spotify.com/track/2bgTY4UwhfBYhGT4HUYSt"
"2021","Setembro","7","Levitating","Dua Lipa feat. DaBaby","https://open.spotify.com/track/5nujrmhLynf4yMoMtj8E"
"2021","Setembro","8","Kiss Me More","Doja Cat feat. SZA","https://open.spotify.com/track/748mdHapucXQri7LeTUc"
"2021","Setembro","9","Fancy Like","Walker Hayes","https://open.spotify.com/track/5p7ujcrUXASCNwRaWNW"
"2021","Setembro","10","Peaches","Justin Bieber feat. Daniel Caesar & Giveon","https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzh"
"2021","Outubro","1","Stay","The Kid LAROI & Justin Bieber","https://open.spotify.com/track/5HCyWlXZPP0y6Gqq8TGK"
"2021","Outubro","2","Industry Baby","Lil Nas X & Jack Harlow","https://open.spotify.com/track/27NovPIUIRrOZoCHxDB"
"2021","Outubro","3","Way 2 Sexy","Drake feat. Future & Young Thug","https://open.spotify.com/track/0k1WUmIRnGohmYexD7A5"
"2021","Outubro","4","Fancy Like","Walker Hayes","https://open.spotify.com/track/5p7ujcrUXASCNwRaWNW"
"2021","Outubro","5","Bad Habits","Ed Sheeran","https://open.spotify.com/track/6PQ88X9TkUI0QFWs3zHo"
"2021","Outubro","6","Good 4 U","Olivia Rodrigo","https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjc"
"2021","Outubro","7","Levitating","Dua Lipa feat. DaBaby","https://open.spotify.com/track/5nujrmhLynf4yMoMtj8E"
"2021","Outubro","8","Butter","BTS","https://open.spotify.com/track/2bgTY4UwhfBYhGT4HUYSt"
"2021","Outubro","9","Kiss Me More","Doja Cat feat. SZA","https://open.spotify.com/track/748mdHapucXQri7LeTUc"
"2021","Outubro","10","Shivers","Ed Sheeran","https://open.spotify.com/track/6bQfNiqyCX7UaQSvVVd"
"2021","Novembro","1","Easy on Me","Adele","https://open.spotify.com/track/0gplL1WMoJ6iYaPgMCL0"
"2021","Novembro","2","Stay","The Kid LAROI & Justin Bieber","https://open.spotify.com/track/5HCyWlXZPP0y6Gqq8TGK"
"2021","Novembro","3","Industry Baby","Lil Nas X & Jack Harlow","https://open.spotify.com/track/27NovPIUIRrOZoCHxDB"
"2021","Novembro","4","Fancy Like","Walker Hayes","https://open.spotify.com/track/5p7ujcrUXASCNwRaWNW"
"2021","Novembro","5","Bad Habits","Ed Sheeran","https://open.spotify.com/track/6PQ88X9TkUI0QFWs3zHo"
"2021","Novembro","6","Shivers","Ed Sheeran","https://open.spotify.com/track/6bQfNiqyCX7UaQSvVVd"
"2021","Novembro","7","Way 2 Sexy","Drake feat. Future & Young Thug","https://open.spotify.com/track/0k1WUmIRnGohmYexD7A5"
"2021","Novembro","8","Good 4 U","Olivia Rodrigo","https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjc"
"2021","Novembro","9","Levitating","Dua Lipa feat. DaBaby","https://open.spotify.com/track/5nujrmhLynf4yMoMtj8E"
"2021","Novembro","10","Heat Waves","Glass Animals","https://open.spotify.com/track/02MWAaffLxlfxAUY7c5"
"2021","Dezembro","1","All I Want for Christmas Is You","Mariah Carey","https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2mP"
"2021","Dezembro","2","Easy on Me","Adele","https://open.spotify.com/track/0gplL1WMoJ6iYaPgMCL0"
"2021","Dezembro","3","Rockin' Around the Christmas Tree","Brenda Lee","https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg0"
"2021","Dezembro","4","Stay","The Kid LAROI & Justin Bieber","https://open.spotify.com/track/5HCyWlXZPP0y6Gqq8TGK"
"2021","Dezembro","5","Last Christmas","Wham!","https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx"
"2021","Dezembro","6","Jingle Bell Rock","Bobby Helms","https://open.spotify.com/track/7vQbuQcyTflfCIOu3Uz"
"2021","Dezembro","7","Industry Baby","Lil Nas X & Jack Harlow","https://open.spotify.com/track/27NovPIUIRrOZoCHxDB"
"2021","Dezembro","8","Heat Waves","Glass Animals","https://open.spotify.com/track/02MWAaffLxlfxAUY7c5"
"2021","Dezembro","9","Shivers","Ed Sheeran","https://open.spotify.com/track/6bQfNiqyCX7UaQSvVVd"
"2021","Dezembro","10","Fancy Like","Walker Hayes","https://open.spotify.com/track/5p7ujcrUXASCNwRaWNW"
"2022","Janeiro","1","All I Want for Christmas Is You","Mariah Carey","https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2mP"
"2022","Janeiro","2","Easy on Me","Adele","https://open.spotify.com/track/0gplL1WMoJ6iYaPgMCL0"
"2022","Janeiro","3","Stay","The Kid LAROI & Justin Bieber","https://open.spotify.com/track/5HCyWlXZPP0y6Gqq8TGK"
"2022","Janeiro","4","Heat Waves","Glass Animals","https://open.spotify.com/track/02MWAaffLxlfxAUY7c5"
"2022","Janeiro","5","Rockin' Around the Christmas Tree","Brenda Lee","https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg0"
"2022","Janeiro","6","Last Christmas","Wham!","https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx"
"2022","Janeiro","7","Jingle Bell Rock","Bobby Helms","https://open.spotify.com/track/7vQbuQcyTflfCIOu3Uz"
"2022","Janeiro","8","Industry Baby","Lil Nas X & Jack Harlow","https://open.spotify.com/track/27NovPIUIRrOZoCHxDB"
"2022","Janeiro","9","Shivers","Ed Sheeran","https://open.spotify.com/track/6bQfNiqyCX7UaQSvVVd"
"2022","Janeiro","10","Cold Heart (PNAU Remix)","Elton John & Dua Lipa","https://open.spotify.com/track/7rglLriMNBPAyuJncG"
"2022","Fevereiro","1","We Don’t Talk About Bruno","Carolina Gaitán, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz","https://open.spotify.com/track/52xJxFP6TqMuO4Yt0H8R"
"2022","Fevereiro","2","Heat Waves","Glass Animals","https://open.spotify.com/track/02MWAaffLxlfxAUY7c5"
"2022","Fevereiro","3","Easy on Me","Adele","https://open.spotify.com/track/0gplL1WMoJ6iYaPgMCL0"
"2022","Fevereiro","4","Stay","The Kid LAROI & Justin Bieber","https://open.spotify.com/track/5HCyWlXZPP0y6Gqq8TGK"
"2022","Fevereiro","5","Shivers","Ed Sheeran","https://open.spotify.com/track/6bQfNiqyCX7UaQSvVVd"
"2022","Fevereiro","6","Industry Baby","Lil Nas X & Jack Harlow","https://open.spotify.com/track/27NovPIUIRrOZoCHxDB"
"2022","Fevereiro","7","Cold Heart (PNAU Remix)","Elton John & Dua Lipa","https://open.spotify.com/track/7rglLriMNBPAyuJncG"
"2022","Fevereiro","8","Super Gremlin","Kodak Black","https://open.spotify.com/track/1c4hksgS1aLqP9qZ8N"
"2022","Fevereiro","9","abcdefu","GAYLE","https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1U"
"2022","Fevereiro","10","Pushin P","Gunna & Future feat. Young Thug","https://open.spotify.com/track/3XOalgusokrCWRJ1P"
"2022","Março","1","Heat Waves","Glass Animals","https://open.spotify.com/track/02MWAaffLxlfxAUY7c5"
"2022","Março","2","We Don’t Talk About Bruno","Carolina Gaitán, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz","https://open.spotify.com/track/52xJxFP6TqMuO4Yt0H8R"
"2022","Março","3","Easy on Me","Adele","https://open.spotify.com/track/0gplL1WMoJ6iYaPgMCL0"
"2022","Março","4","Stay","The Kid LAROI & Justin Bieber","https://open.spotify.com/track/5HCyWlXZPP0y6Gqq8TGK"
"2022","Março","5","Shivers","Ed Sheeran","https://open.spotify.com/track/6bQfNiqyCX7UaQSvVVd"
"2022","Março","6","Super Gremlin","Kodak Black","https://open.spotify.com/track/1c4hksgS1aLqP9qZ8N"
"2022","Março","7","Cold Heart (PNAU Remix)","Elton John & Dua Lipa","https://open.spotify.com/track/7rglLriMNBPAyuJncG"
"2022","Março","8","abcdefu","GAYLE","https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1U"
"2022","Março","9","Industry Baby","Lil Nas X & Jack Harlow","https://open.spotify.com/track/27NovPIUIRrOZoCHxDB"
"2022","Março","10","Enemy","Imagine Dragons & JID","https://open.spotify.com/track/1r9xUipOqo2rM"
"2022","Abril","1","As It Was","Harry Styles","https://open.spotify.com/track/4LRPiXqCikLlN15c3yIm"
"2022","Abril","2","Heat Waves","Glass Animals","https://open.spotify.com/track/02MWAaffLxlfxAUY7c5"
"2022","Abril","3","First Class","Jack Harlow","https://open.spotify.com/track/0wHFktzeRlA8iB2gmkRj"
"2022","Abril","4","We Don’t Talk About Bruno","Carolina Gaitán, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz","https://open.spotify.com/track/52xJxFP6TqMuO4Yt0H8R"
"2022","Abril","5","Stay","The Kid LAROI & Justin Bieber","https://open.spotify.com/track/5HCyWlXZPP0y6Gqq8TGK"
"2022","Abril","6","Easy on Me","Adele","https://open.spotify.com/track/0gplL1WMoJ6iYaPgMCL0"
"2022","Abril","7","Shivers","Ed Sheeran","https://open.spotify.com/track/6bQfNiqyCX7UaQSvVVd"
"2022","Abril","8","Super Gremlin","Kodak Black","https://open.spotify.com/track/1c4hksgS1aLqP9qZ8N"
"2022","Abril","9","Cold Heart (PNAU Remix)","Elton John & Dua Lipa","https://open.spotify.com/track/7rglLriMNBPAyuJncG"
"2022","Abril","10","abcdefu","GAYLE","https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1U"
"2022","Maio","1","As It Was","Harry Styles","https://open.spotify.com/track/4LRPiXqCikLlN15c3yIm"
"2022","Maio","2","First Class","Jack Harlow","https://open.spotify.com/track/0wHFktzeRlA8iB2gmkRj"
"2022","Maio","3","Heat Waves","Glass Animals","https://open.spotify.com/track/02MWAaffLxlfxAUY7c5"
"2022","Maio","4","Wait for U","Future feat. Drake & Tems","https://open.spotify.com/track/5eU8qMd7W6ZxU"
"2022","Maio","5","Stay","The Kid LAROI & Justin Bieber","https://open.spotify.com/track/5HCyWlXZPP0y6Gqq8TGK"
"2022","Maio","6","We Don’t Talk About Bruno","Carolina Gaitán, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz","https://open.spotify.com/track/52xJxFP6TqMuO4Yt0H8R"
"2022","Maio","7","Cold Heart (PNAU Remix)","Elton John & Dua Lipa","https://open.spotify.com/track/7rglLriMNBPAyuJncG"
